idpessoa,idproduto,qtitem
0100DZ2OG0,01000USZ2R,0.952
0100DZ2OG0,01003UFF0T,3
0100DZ2OG0,01008STF01,0.126
0100DZ2OG0,010091Q7D8,0.372
0100DZ2OG0,0100AXSXDO,0.314
0100DZ3V84,01000LD568,0.168
0100DZ3V84,01000MFV12,1
0100DZ3V84,01000NYLIQ,0.05
0100DZ4J4R,01000BU29P,1
0100DZ4J4R,01000KYK1H,0.21
0100DZ4J4R,01000MJ157,0.13
0100DZ53LR,01000AT11Q,0.1
0100DZ53LR,01000KRM02,0.312
0100DZ53LR,01000LAPTM,0.168
0100DZ53LR,01003UFKEG,4
0100DZ53LR,01008STKD4,0.212
0100DZ5A3Z,01000L9E9J,0.118
0100DZ5A3Z,01000O0Y3L,0.088
0100DZ5D11,01000AYCA1,0.304
0100DZ5D11,01000AYE5G,0.114
0100DZ5D11,01000CD901,0.156
0100DZ7MJ2,01000AI3AM,0.066
0100DZ7MJ2,01000KEF01,0.076
0100DZ7MJ2,01000KM1AH,0.05
0100DZ7MJ2,01000N3490,0.198
0100DZ7T8K,01000AYCA1,0.152
0100DZ7T8K,01000KIS1C,0.148
0100DZ7T8K,01000LD568,0.166
0100DZ7T8K,01000O01LH,0.246
0100DZ8P8K,01000AYCA1,0.158
0100DZ8P8K,01000CD901,0.162
0100DZ8P8K,01000EOO77,0.112
0100DZ8P8K,01000EQM00,0.044
0100DZ8P8K,01000KU49H,0.084
0100DZ8P8K,01000M1H3G,2
0100DZ8P8K,01000NYN3V,0.106
0100DZ8P8K,01000O2I1H,0.1
0100DZ8P8K,01003UFKEG,3
0100DZAJ5B,01000DHJ7O,0.484
0100DZASHL,01000NHKF1,0.284
0100DZASHL,01000NYFFY,2.172
0100DZB5CC,01000FLBGS,0.084
0100DZB5CC,01000KICDY,0.092
0100DZB5CC,01000KIS1C,0.152
0100DZB5CC,01000N9VA7,0.134
0100DZB5CC,01008STKD4,0.096
0100DZDUNS,01000AYCA1,0.356
0100DZDUNS,01000FLBGS,0.05
0100DZDUNS,01000O01LH,0.23
0100DZEB27,01000AYCA1,0.552
0100DZEB27,01000CD901,0.676
0100DZEB27,01000EOM62,0.106
0100DZEB27,01000KMW1Q,0.07
0100DZEB27,01000L5K4V,0.1
0100DZEB27,01000MKC8T,0.22
0100DZEB27,01000MNHKM,0.288
0100DZEB27,01000N3K7V,0.152
0100DZEB27,01000NOV36,0.648
0100DZEB27,01000NOX3W,0.11
0100DZEB27,01000NP78Q,0.106
0100DZEB27,01000NYFFY,0.1
0100DZEB27,01008MAD0O,0.086
0100DZGA5O,01000AYCA1,0.11
0100DZGA5O,01000KEF01,0.056
0100DZGA5O,01000KYK1H,0.12
0100DZGA5O,01000NOV36,0.168
0100DZGSG7,01000L5E0C,0.268
0100DZGW5M,01000L5E0C,0.152
0100DZGW5M,01000MKG14,0.066
0100DZGW5M,01000N9VA7,0.134
0100DZGW5M,01000NYN3V,0.11
0100DZGW5M,01000NZP31,0.278
0100DZGW5M,01003K9Y1B,0.092
0100DZGW5M,01008STKD4,0.104
0100DZH07P,01000LAF1J,0.936
0100DZH07P,01000MLZAU,0.128
0100DZH07P,01000NYH15,0.106
0100DZH07P,01000NYN3V,0.09
0100DZI70G,01000AWX4D,0.2
0100DZI70G,01000M2JHY,0.1
0100DZI70G,01000N2E9E,0.098
0100DZI70G,01000NZP31,0.5
0100DZI70G,01003UFKEG,1
0100DZKMD3,01000AYE5G,0.34
0100DZKMD3,01000G0ID7,1
0100DZL315,01000E7I0F,1
0100DZLVHP,01000LQY0G,0.028
0100DZLVHP,01000M1H3G,4
0100DZLX02,01000D9U02,0.1
0100DZLX02,01000E0HFX,0.1
0100DZLX02,01000E2274,1
0100DZLX02,01000FZS4T,1
0100DZLX02,01000M0278,1
0100DZLX02,01000NOX3W,0.104
0100DZLX02,0100ATP7D5,1
0100DZM7NW,01000AYE5G,0.118
0100DZM7NW,01000KYE8V,0.124
0100DZM7NW,01000MKG14,0.064
0100DZM7NW,01000NYN3V,0.096
0100DZM7NW,01000O2I1H,0.092
0100DZNOBS,01000KU49H,0.25
0100DZNOBS,01000KYE8V,0.5
0100DZNOBS,01000N2M1N,0.082
0100DZNOBS,01000NT01F,1
0100DZNOBS,01000NYN3V,0.1
0100DZO50L,01000M1H3G,1
0100DZOGG6,01000AYE5G,0.106
0100DZOGG6,01000EOO77,0.054
0100DZOGG6,01000L076O,0.1
0100DZOGG6,01000MP37G,0.104
0100DZOGG6,01000NYN3V,0.078
0100DZOGG6,01000O2S4D,0.204
0100DZOJ30,01000IMWCV,0.112
0100DZOJ30,01000NQQ1J,1
0100DZOJ30,01000O01LH,0.28
0100DZQI4O,01003UFF0T,4
0100DZRFHW,01000KJ0V5,0.142
0100DZRFHW,01000KMW1Q,0.04
0100DZRFHW,01000L5K4V,0.098
0100DZRFHW,01000NOX3W,0.2
0100DZRFHW,01000NYFFY,0.05
0100DZTJ4O,01000AI3AM,0.206
0100DZTJ4O,01000DCE0Q,0.036
0100DZTJ4O,01000EOO77,0.186
0100DZTJ4O,01000EU765,0.106
0100DZTJ4O,01000FLBGS,0.104
0100DZTJ4O,01000KCUFP,0.1
0100DZTJ4O,01000KCY0Y,0.102
0100DZTJ4O,01000LD568,0.164
0100DZTJ4O,01000MLZAU,0.386
0100DZTJ4O,01000NPF0E,0.21
0100DZTJ4O,01000NYLIQ,0.134
0100DZTJ4O,01000NYN3V,0.09
0100DZTJ4O,01000OM54D,0.16
0100DZWRC7,01000AYCA1,0.298
0100DZWRC7,01000KCY0Y,0.114
0100DZWRC7,01000KGQM2,0.134
0100DZWRC7,01000KPW81,0.116
0100DZWRC7,01000KRYJG,0.1
0100DZWRC7,01000N6140,0.138
0100DZX14M,01000EPA33,0.452
0100DZXDES,010009OY2D,0.19
0100DZXDES,01000AI3AM,0.058
0100DZXDES,01000EU765,0.112
0100DZXDES,01000EV9K6,0.124
0100DZXDES,01000FLBGS,0.036
0100DZXDES,01000KOS87,0.076
0100DZXDES,01000KZTDQ,0.082
0100DZXDES,01008STF01,0.128
0100DZXDES,010091PWSQ,0.108
0100DZYLJ7,01000G2QD6,0.158
0100DZZQNQ,01000KGQM2,0.224
0100DZZQNQ,01000MMB9Q,0.4
0100DZZQNQ,01005ETF00,1
0100E00GEL,01000J8ALS,0.086
0100E00GEL,01000MAP24,0.5
0100E00GEL,01000OLX7F,0.11
0100E00GEL,0100657Q5D,0.098
0100E00NB3,01000M1H3G,1
0100E00U8T,01000C090I,0.146
0100E00U8T,01000KPW81,0.138
0100E00U8T,01000MMP5R,0.146
0100E05YS1,01000KZTDQ,0.15
0100E05YS1,01000MKG14,0.15
0100E07MDC,01000MJ157,0.176
0100E07MDC,01003UFF0T,2
0100E07MDC,0100B5RE0X,6
0100E07S3X,01000AYCA1,0.204
0100E07S3X,01000CD901,0.202
0100E07S3X,01000KRYJG,0.1
0100E09KAM,01000EU765,0.126
0100E09KAM,01000KLF1V,0.1
0100E09KAM,01003NFSGN,0.05
0100E09KAM,01003UFKEG,2
0100E0A21W,01000E0HFX,0.1
0100E0A21W,01000KRM02,0.074
0100E0A21W,01000KRYJG,0.112
0100E0A21W,01000L5K4V,0.104
0100E0A21W,01000M4103,0.108
0100E0A21W,01000N2W4T,0.104
0100E0A21W,01000NYFFY,0.1
0100E0A4A4,01000AYE5G,0.15
0100E0A7TZ,01000KJ0V5,0.102
0100E0A7TZ,01000KRM02,0.126
0100E0A7TZ,01000M1H3G,6
0100E0A7TZ,01000MJ833,0.106
0100E0A7TZ,01000MLZAU,0.14
0100E0A7TZ,01000N2W4T,0.108
0100E0A7TZ,01000NOL8K,0.122
0100E0A7TZ,01000NOX3W,0.092
0100E0BDAC,01000MN74B,0.022
0100E0BDAC,01000O01LH,0.416
0100E0BT3K,01000AYCA1,0.164
0100E0BT3K,01000FFV8D,1
0100E0BT3K,01000KI8KS,0.054
0100E0BT3K,01000NYH15,0.092
0100E0BT3K,01000O01LH,0.262
0100E0BT3K,01000OLD0S,0.41
0100E0DX6N,01000KNY1P,0.16
0100E0DX6N,01000MP37G,0.052
0100E0DX6N,01000NZP31,0.336
0100E0DX6N,01000O01LH,0.534
0100E0E00C,01000AGPB1,1
0100E0F99I,01000BU033,1
0100E0F99I,01000E7I0F,1
0100E0F99I,01000M0278,1
0100E0F99I,01005Z3MGD,1
0100E0FCEU,01000KRYJG,0.216
0100E0FCEU,01000NOX3W,0.104
0100E0FO1U,01000ABP2T,1
0100E0GGEX,01000E0HFX,0.096
0100E0GGEX,01000KRYJG,0.1
0100E0GGEX,01000MNB0I,0.1
0100E0GGEX,01000NHKF1,0.282
0100E0GGEX,01000NOX3W,0.232
0100E0GGEX,01000NP78Q,0.1
0100E0GN0L,01000KICDY,0.094
0100E0GN0L,01000LD568,0.164
0100E0GN0L,01000MLZAU,0.128
0100E0GN0L,01000NYLIQ,0.09
0100E0GN0L,01000OLX7F,0.104
0100E0GN0L,01005U0W1B,1
0100E0JI1H,01000FFV8D,1
0100E0JI1H,01000HI41T,1
0100E0JI1H,01000JOUM5,1
0100E0JI1H,01000JYO5P,1
0100E0JI1H,01000KCY0Y,0.062
0100E0JI1H,01000KIS1C,0.138
0100E0JI1H,01000KRYJG,0.05
0100E0JI1H,01000KYE8V,0.142
0100E0JI1H,01000M0278,1
0100E0JI1H,01000MJ157,0.126
0100E0JI1H,01000N3C06,0.066
0100E0JI1H,01000N97CS,0.104
0100E0JI1H,01000NOV36,0.158
0100E0JI1H,01000NYFFY,0.114
0100E0JI1H,01000OLHAW,0.076
0100E0JI1H,01003UFF0T,4
0100E0JI1H,01005TBS8Y,2
0100E0JI1H,0100B5RE0X,1
0100E0JYB8,01000AT11Q,0.1
0100E0JYB8,01000AYCA1,0.166
0100E0JYB8,01000CD901,0.142
0100E0JYB8,01000FXF0I,0.138
0100E0JYB8,01000MJ157,0.126
0100E0JYB8,01000NOV36,0.142
0100E0JYB8,01000O01LH,0.288
0100E0LC6K,01000AYCA1,0.162
0100E0LC6K,01000CD901,0.156
0100E0LC6K,01000FXF0I,0.134
0100E0LC6K,01000KOUDC,0.104
0100E0LC6K,01000MDG13,1
0100E0LC6K,01000MKG14,0.068
0100E0LC6K,01000N2E9E,0.058
0100E0LC6K,01000N9VA7,0.14
0100E0LC6K,01003UFF0T,1
0100E0LC6K,01003UFKEG,4
0100E0NHHY,01000AYE5G,0.05
0100E0NHHY,01000M2T07,0.036
0100E0OK1R,01000G0ID7,1
0100E0OK1R,01000N2E9E,0.056
0100E0OK1R,01000NTSC8,1
0100E0PUH2,01000O0D69,0.3
0100E0PUH2,01000O0Y3L,0.4
0100E0PUH2,010091Q7D8,0.506
0100E0QW9E,01000AYCA1,0.3
0100E0QW9E,01000E0HFX,0.1
0100E0R8IF,01000KLJGW,0.082
0100E0R8IF,01000KRYJG,0.058
0100E0R8IF,01000NOX3W,0.1
0100E0R8IF,01000NY92H,0.092
0100E0R8IF,01000NYFFY,0.11
0100E0SH9Y,01000AYCA1,0.2
0100E0SH9Y,01000CD901,0.3
0100E0SH9Y,01000FXF0I,0.304
0100E0SH9Y,01000MJ157,0.302
0100E0SH9Y,01000NP582,0.2
0100E0SJ25,01000CVFSI,1
0100E0SJ25,01000CY323,3
0100E0SJ25,01000E141Y,1
0100E0SJ25,01000EOM62,0.098
0100E0SJ25,01000FQSAX,5
0100E0SJ25,01000FVX6X,1
0100E0SJ25,01000KJ0V5,0.122
0100E0SJ25,01000KPW81,0.132
0100E0SJ25,01000KRYJG,0.138
0100E0SJ25,01000M1H3G,2
0100E0SJ25,01000N2W4T,0.082
0100E0SJ25,01000NY92H,0.068
0100E0SJ25,01005U0Y16,1
0100E0SJ25,01008MAD0O,0.066
0100E0SJ25,01008STF01,0.118
0100E0ST7B,01000NYN3V,0.092
0100E0ST7B,0100DW7KGM,1
0100E0U15X,01000AFAE3,0.34
0100E0U15X,01000EQC88,0.206
0100E0U15X,01000J8ALS,0.07
0100E0U15X,01000L5M0Y,0.594
0100E0U15X,01000M2JHY,0.392
0100E0U15X,01000MNB0I,0.3
0100E0U15X,01000N2E9E,0.16
0100E0U15X,01000N2O0Y,0.502
0100E0U15X,01000NOT3B,0.192
0100E0U15X,01000NP99X,0.5
0100E0U15X,01000O01LH,1.674
0100E0VH7Y,01000E0HFX,0.05
0100E0VH7Y,01000EOM62,0.05
0100E0VH7Y,01000KRYJG,0.064
0100E0VH7Y,01000N2W4T,0.05
0100E0VH7Y,01000NHKF1,0.052
0100E0VH7Y,01000NUL0T,0.05
0100E0XB5P,01000KRYJG,0.098
0100E0XB5P,01000MNB0I,0.202
0100E0XB5P,01000N2W4T,0.092
0100E0XB5P,01000NOX3W,0.12
0100E0XB5P,01000NY92H,0.084
0100E0YP37,0100ATO481,1
0100E0ZA5D,01000KLJGW,0.07
0100E0ZA5D,0100B0471G,0.102
0100E0ZF9J,01000N0S53,1
0100E0ZVDG,01000AYCA1,0.16
0100E0ZVDG,01000CD901,0.162
0100E0ZVDG,01000CQ37I,1
0100E0ZVDG,01000E0HFX,0.104
0100E0ZVDG,01000FXF0I,0.148
0100E0ZVDG,01000IMWCV,0.11
0100E0ZVDG,01000KRYJG,0.122
0100E0ZVDG,01000LAPTM,0.18
0100E0ZVDG,01000MJ157,0.152
0100E0ZVDG,01000MNHKM,0.142
0100E0ZVDG,01000NOX3W,0.108
0100E0ZVDG,01000NYLIQ,0.066
0100E101DH,01000AYE5G,0.102
0100E101DH,01000KRM02,0.102
0100E101DH,01000KU49H,0.088
0100E101DH,01000N2M1N,0.064
0100E101DH,01000O0H63,0.364
0100E101DH,01008MAD0O,0.152
0100E11EBV,01000LYG80,0.016
0100E11EBV,01000N97CS,0.018
0100E11EBV,01003NFSGN,0.016
0100E1201K,01000EOM62,0.102
0100E1201K,01000KRYJG,0.102
0100E1201K,01000O47BX,0.104
0100E1201K,01008MAD0O,0.106
0100E14T39,01000KRM02,0.05
0100E14T39,0100DW7KGM,1
0100E1571U,01000J8ALS,0.042
0100E1571U,01003UFF0T,1
0100E1571U,01003UFKEG,4
0100E1IH5P,01000AYCA1,0.3
0100E1IH5P,01003UFKEG,2
0100E1SP13,01000KJY9W,0.4
0100E1SP13,01000NOT3B,0.216
0100E1SP13,0100B5RE0X,1
0100E1SU0M,01000N97CS,0.052
0100E1SU0M,01000O0713,0.092
0100E1SU0M,01003NFSGN,0.048
0100E1W005,01000NYLIQ,0.076
0100E1W005,01000O01LH,0.19
0100E1W005,010091Q7D8,0.11
0100E1YE4E,01000AYCA1,0.208
0100E1YE4E,01000CD901,0.162
0100E1YE4E,01000E0HFX,0.12
0100E1YE4E,01000FXF0I,0.146
0100E1YE4E,01000M21RS,0.1
0100E1YE4E,01000MKE9B,0.1
0100E2F910,01000AT11Q,0.04
0100E2F910,01000KRYJG,0.086
0100E2F910,01000KYK1H,0.106
0100E2F910,01000N2W4T,0.076
0100E2F910,0100B5RE0X,1
0100E2HO9I,01000AYCA1,0.224
0100E2HO9I,01000CD901,0.208
0100E2HO9I,01000NZP31,1
0100E2HO9I,01000OIX40,1
0100E2I7DU,01000N263D,0.156
0100E2I7DU,01000O0D69,0.132
0100E2I7DU,01000O0Y3L,0.11
0100E2IPKC,01000AYCA1,0.594
0100E2KHBV,010009NUJR,1
0100E2KHBV,01000CD901,0.162
0100E2KHBV,01000E0HFX,0.144
0100E2KHBV,01000KEF01,0.1
0100E2KHBV,01000MN74B,0.102
0100E2L61G,01000E0HFX,0.126
0100E2L61G,01000N2W4T,0.114
0100E2V4B5,01000B0VPV,1
0100E2V4B5,01000CBD19,1
0100E2V4B5,01000E141Y,1
0100E2V4B5,01003UFF0T,10
0100E2W04I,01000EEQEN,0.106
0100E2W04I,01000EU765,0.104
0100E2W04I,01000EV9K6,0.052
0100E2W04I,01000GE1AU,2
0100E2W04I,01000KYE8V,0.068
0100E2W04I,01000L5K4V,0.05
0100E2W04I,01000LD568,0.05
0100E2W04I,01000MN14Z,0.05
0100E2W04I,01000NYLIQ,0.05
0100E2W04I,01000O2I1H,0.058
0100E2W04I,01000OM54D,0.222
0100E2W04I,01003UFKEG,11
0100E2X82Y,01000AYE5G,0.136
0100E2X82Y,01000L9WBF,0.116
0100E2X82Y,01000N2M1N,0.064
0100E2XC5O,01000NWI43,1
0100E2Y73Y,01000LD18L,1
0100E2Y73Y,01000MMX90,0.05
0100E2Y73Y,01000N3Q71,0.1
0100E2Y73Y,0100C0MVG1,1
0100E2ZA7F,01000EPA33,0.506
0100E2ZA7F,01000NPF0E,0.104
0100E2ZEHU,01000AT11Q,0.05
0100E2ZEHU,01000MSO1N,1
0100E2ZTCE,01000M8U04,1
0100E2ZTCE,01000MT44E,1
0100E2ZX0C,01000O0LA8,0.044
0100E38Z0Z,01000AYE5G,0.132
0100E38Z0Z,01000O2I1H,0.062
0100E3AUAY,01000AYE5G,0.128
0100E3AUAY,01000CQN37,1
0100E3AUAY,01000KLF1V,0.084
0100E3AUAY,01003UFF0T,1
0100E3AUAY,01003UFKEG,2
0100E3E4KM,01000KRYJG,0.11
0100E3E4KM,01000NHKF1,0.094
0100E3HX4H,01000NOV36,0.158
0100E3HX4H,01003UFKEG,3
0100E3ILU4,01000NOX3W,0.066
0100E3ILU4,01000O2I1H,0.1
0100E3LU0Y,01000AHC65,1
0100E3LU0Y,01000NYN3V,0.11
0100E3LU0Y,01003UFKEG,4
0100E3M75P,01000E0HFX,0.114
0100E3M75P,01000EOM62,0.106
0100E3M75P,01000KRYJG,0.124
0100E3M75P,01000KYOE4,0.112
0100E3N30D,01000FKOKO,0.162
0100E3NUE6,01000NWI43,1
0100E3O2SC,01000EOM62,0.1
0100E3O2SC,01000MK20M,0.11
0100E3O2SC,01000MND0U,0.208
0100E3OK4V,01000E0HFX,0.044
0100E3OK4V,01000FXF0I,0.104
0100E3OK4V,01000KH2SL,0.054
0100E3OK4V,01000LAF1J,0.284
0100E3OK4V,01000MMV3C,0.202
0100E3OK4V,01008K0MAV,0.068
0100E3R85I,01000NHKF1,0.094
0100E3R85I,01000NOX3W,0.086
0100E3R85I,01008MAD0O,0.13
0100E3T76I,01000AYE5G,0.11
0100E3T76I,01000N9T5E,0.112
0100E3T76I,01000NY7O5,0.254
0100E3T76I,01000NY92H,0.096
0100E3T76I,01000NYN3V,0.05
0100E3T76I,01000OL7D9,0.166
0100E3T76I,01008STF01,0.132
0100E3T76I,0100AYOM1B,1
0100E3UD3I,01000LAPTM,0.074
0100E3UD3I,01000MNHKM,0.148
0100E3UE3J,01000FJU6K,1
0100E3UE3J,010091PWSQ,0.122
0100E3UE3J,0100BZYSKH,1
0100E3V92B,01000NOX3W,0.062
0100E3V92B,01000NYFFY,0.118
0100E3WC5L,01000N97CS,0.3
0100E3WC5L,01000NZT67,0.2
0100E3WC5L,01000NZV2F,0.2
0100E3WC5L,01008STKD4,0.108
0100E3WNFO,010009TP6C,1
0100E3WNFO,01000D9U02,0.1
0100E3WNFO,01000E0HFX,0.106
0100E3WNFO,01000FZS4T,1
0100E3WNFO,01000L5K4V,0.098
0100E49D1D,01000CD901,0.13
0100E49D1D,01000KIS1C,0.146
0100E49D1D,01000MJ157,0.14
0100E49D1D,01000O05AO,0.152
0100E4AI56,01000AYE5G,0.206
0100E4AI56,01000NYN3V,0.058
0100E4AZI8,010009MW0A,1
0100E4AZI8,010009UM1V,1
0100E4AZI8,01000AHNPE,1
0100E4AZI8,01003UFF0T,1
0100E4AZI8,01003UFKEG,6
0100E4AZI8,01005ETF00,2
0100E4B20A,01000AYE5G,0.13
0100E4B20A,01000EOM62,0.112
0100E4B20A,01000L5K4V,0.084
0100E4B20A,01000N2M1N,0.062
0100E4B20A,01000N3U00,0.124
0100E4B20A,01000NOX3W,0.068
0100E4B6CX,01000KJ0V5,0.106
0100E4B6CX,01000KRM02,0.102
0100E4B6CX,01000KRYJG,0.1
0100E4B6CX,01000L5K4V,0.102
0100E4B6CX,01000N2W4T,0.106
0100E4B6CX,01000NY92H,0.104
0100E4B6CX,01000NYFFY,0.104
0100E4C6BC,01000KICDY,0.05
0100E4C6BC,01000KJ828,0.082
0100E4C6BC,01000MLZAU,0.056
0100E4C6BC,01000MMB9Q,0.052
0100E4CW01,01000D8U4S,0.2
0100E4CW01,01000KYE8V,0.12
0100E4CW01,01000KZTDQ,0.214
0100E4CXRL,01000MND0U,0.3
0100E4EOHO,01000AYE5G,0.242
0100E4EOHO,01000L9WBF,0.254
0100E4EOHO,01000NYH15,0.088
0100E4EOHO,01000NYN3V,0.098
0100E4EOHO,01003UFKEG,2
0100E4GL64,01000EOM62,0.1
0100E4GL64,01000MNB0I,0.1
0100E4GL64,01008SSG0T,0.118
0100E4IB4A,01000KH2SL,0.12
0100E4IB4A,01000LH0GG,0.2
0100E4J513,01000M23WQ,0.1
0100E4J513,01000N2E9E,0.072
0100E4JLGU,010009M8J5,1
0100E4K24I,010009FQ85,1
0100E4K24I,01000EQC88,0.148
0100E4K24I,01000FXF0I,0.148
0100E4K24I,01000KIS1C,0.146
0100E4MQ32,01000AYE5G,0.15
0100E4MQ32,01000DDTD7,0.2
0100E4MQ32,01000FFV8D,1
0100E4MQ32,01000KLF1V,0.068
0100E4MQ32,01000LAF1J,1.346
0100E4MQ32,01000NYN3V,0.104
0100E4O2M1,01000CD901,0.152
0100E4O2M1,01000EQC88,0.146
0100E4O2M1,01000FXF0I,0.152
0100E4O2M1,01000KCY0Y,0.11
0100E4O2M1,01000KVK7J,0.088
0100E4O2M1,01000MMR7R,0.172
0100E4O2M1,01000NFADZ,1
0100E4O2M1,01000NOV36,0.176
0100E4O2M1,01000NTQ04,1
0100E4O2M1,01000NUJ2B,2
0100E4O2M1,01000OM54D,0.168
0100E4O2M1,01008K0MAV,0.276
0100E4O2M1,01008STKD4,0.322
0100E4QE1U,01000EOO77,0.05
0100E4QE1U,01000NP78Q,0.154
0100E4QE1U,010091PWSQ,0.102
0100E4QE1U,0100D3J60X,1
0100E4SQ6C,01000KQ83N,0.108
0100E4SQ6C,01000KY216,0.096
0100E4SQ6C,01000NYLIQ,0.072
0100E4SQ6C,01005EULRD,2
0100E4TW66,01000JYO5P,2
0100E4U12Z,01000K5T2K,0.112
0100E4U12Z,01000KIS1C,0.148
0100E4U12Z,01000M4103,0.114
0100E4U12Z,01003UFF0T,2
0100E4VCT7,01000J287S,1
0100E4VCT7,01000J483J,1
0100E4VCT7,0100D3J60X,1
0100E4VGBS,01000DJ037,0.086
0100E4VGBS,01000KHM3O,0.096
0100E4VGBS,01000KRYJG,0.128
0100E4VGBS,01000KU49H,0.088
0100E4VGBS,01000MN74B,0.032
0100E4VGBS,01000MYS90,0.086
0100E4VGBS,01000NYFFY,0.084
0100E4VGBS,01000O2I1H,0.06
0100E4VGBS,0100AXSXDO,0.102
0100E4XJ3P,01000EOM62,0.102
0100E4XJ3P,01000KMW1Q,0.05
0100E4XJ3P,01000KRYJG,0.502
0100E4XJ3P,01000L5K4V,0.302
0100E4XJ3P,01000N2W4T,0.504
0100E4XJ3P,01000NOX3W,0.102
0100E4XJ3P,01000NP78Q,0.1
0100E50WFS,01000LAF1J,1.58
0100E50WFS,01000NOV36,0.146
0100E50WFS,01000NYJBF,0.186
0100E50WFS,01000O0D69,0.092
0100E53H70,010009MW0A,1
0100E53S8C,01000CCV74,0.124
0100E54S1W,01000JAC8G,1
0100E54S1W,010091Q7D8,0.204
0100E5556R,01000AYE5G,0.126
0100E5556R,01000KJY9W,0.204
0100E5556R,01000M23WQ,0.502
0100E5556R,01000M4103,0.09
0100E5556R,01000MAP24,0.402
0100E5556R,01000MJ833,0.308
0100E5556R,01000N2W4T,0.104
0100E5556R,01000NZP31,0.314
0100E5556R,01000O05AO,0.304
0100E5556R,01000O0D69,0.312
0100E5556R,01005NE95C,0.104
0100E56A5G,01000NWI43,1
0100E56GEW,01000EOO77,0.206
0100E56GEW,01000MSQGH,1
0100E58636,01000E0HFX,0.126
0100E5AE0K,01000FXF0I,0.116
0100E5AE0K,01000MP11H,0.12
0100E5AE0K,01000O0Y3L,0.106
0100E5AE0K,01003K9Y1B,0.054
0100E5C475,010009IL0F,1
0100E5C475,01000AS91E,1
0100E5C475,01000FXF0I,0.05
0100E5C475,01000J8ALS,0.052
0100E5C475,01000KRYJG,0.052
0100E5C475,01000KYK1H,0.104
0100E5C475,01000MJ157,0.054
0100E5C475,01000MMV3C,0.06
0100E5C475,01000MNHKM,0.054
0100E5C475,01000MZS15,1
0100E5C475,01000N2W4T,0.06
0100E5C475,01000NP78Q,0.106
0100E5C475,01000NUL0T,0.054
0100E5C475,01000NY92H,0.052
0100E5C475,01000O01LH,0.088
0100E5C475,01000O0D69,0.052
0100E5G761,01000LAF1J,1.002
0100E5R8AA,01000BU44B,1
0100E5R8AA,01000KJY9W,0.102
0100E5RW1J,01000EEQEN,0.098
0100E5RW1J,01000FXF0I,0.102
0100E5RW1J,01000KM1AH,0.1
0100E5RW1J,01000KRYJG,0.082
0100E5RW1J,01000KYK1H,0.1
0100E5RW1J,01000L076O,0.06
0100E5RW1J,01000LD568,0.172
0100E5RW1J,01000MNHKM,0.1
0100E5RW1J,01003UFF0T,1
0100E5SEID,010009FXCC,1
0100E5SEID,01000LAF1J,1.004
0100E5SS5N,01000EV9K6,0.118
0100E5SS5N,01000NP78Q,0.1
0100E5U395,01000AYE5G,0.13
0100E5U395,01000D9U02,0.05
0100E5U395,01000EOO77,0.05
0100E5U395,01000KHM3O,0.1
0100E5U395,01000M1H3G,1
0100E5U395,01000NOX3W,0.1
0100E5V45I,01000J8ALS,0.084
0100E5V45I,01000KYK1H,0.12
0100E5V45I,01000MN74B,0.066
0100E5V45I,01003UFF0T,2
0100E5WH9O,01000M1M4A,1
0100E5WH9O,0100DW7KGM,1
0100E5WQ1Z,01000EEQEN,0.052
0100E5WQ1Z,01000MMD3L,0.05
0100E5WQ1Z,01000NYLIQ,0.074
0100E5WQ1Z,01000O2I1H,0.086
0100E5XS3L,01000O286K,1
0100E61J45,01000IMWCV,0.028
0100E61J45,01000M21RS,0.074
0100E61J45,01000MNB0I,0.068
0100E61J45,01000NOJ6S,0.112
0100E61J45,01000NOX3W,0.082
0100E61J45,01000NUL0T,0.094
0100E61J45,01008SSG0T,0.118
0100E64E2O,01000CJIGN,0.086
0100E64E2O,01000EQC88,0.148
0100E64E2O,01000FXF0I,0.104
0100E64E2O,01000KEF01,0.054
0100E64E2O,01000MKG14,0.05
0100E64E2O,01000N3C06,0.046
0100E64E2O,01000NOV36,0.162
0100E64E2O,01000NP78Q,0.244
0100E64E2O,01000O0H63,0.044
0100E64E2O,01000O2I1H,0.078
0100E64E2O,01003NFSGN,0.034
0100E6725M,01000FH523,1
0100E6725M,01000GHI0X,1
0100E6725M,0100B0471G,0.082
0100E68J0U,01000DDTD7,0.06
0100E68J0U,01000EQC88,0.146
0100E68J0U,01000FXF0I,0.118
0100E68J0U,01000J8ALS,0.082
0100E68J0U,01000K901G,0.114
0100E68J0U,01000KEF01,0.046
0100E68J0U,01000KXS20,0.122
0100E68J0U,01000M3LP0,0.118
0100E68J0U,01000MM9L6,0.134
0100E68J0U,01000MNHKM,0.156
0100E68J0U,01000MP37G,0.194
0100E68J0U,01000OLX7F,0.114
0100E68J0U,0100B5RE0X,1
0100E68V8F,0100B5RE0X,1
0100E6A4HP,01000HVG1N,1
0100E6A4HP,01000M2T07,0.046
0100E6A4HP,01000N97CS,0.074
0100E6A4HP,01000O2I1H,0.062
0100E6A4HP,01000O47BX,0.096
0100E6A4HP,01003NFSGN,0.032
0100E6A4HP,01003UFKEG,2
0100E6A4HP,01005ETF00,1
0100E6C86I,01000CD901,0.146
0100E6C86I,01000FX51T,0.178
0100E6C86I,01000KRM02,0.078
0100E6C86I,01000KY658,0.052
