idpessoa,uf,cidade,risk_score,abc,recommended_product,reason,pitch
0100BRYC68,SP,"Sorocaba",78.63,B,01000CD2N4,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DSOUCA,SP,"Sorocaba",82.36,B,01000M1H3G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008B2H7Y,SP,"Sorocaba",99.99,B,010009O3LJ,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CREYG1,SP,"Sorocaba",94.98,B,01000BU29P,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BW61B3,SP,"Sorocaba",98.64,B,01000FKOKO,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DZ0Q0O,SP,"Sorocaba",76.00,B,01000NXR1V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100011B0Y,SP,"Sorocaba",98.88,B,01000M1H3G,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BI9A9L,SP,"Sorocaba",99.34,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008GJY6O,SP,"Sorocaba",99.99,B,01000BU44B,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010008L43X,SP,"Sorocaba",97.24,B,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CEPZ35,SP,"Sorocaba",96.85,B,0100BVG809,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CBFV0T,SP,"Sorocaba",97.54,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010008NJN2,SP,"Sorocaba",89.28,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BQPFH4,SP,"Sorocaba",98.89,B,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DSLOKM,SP,"Sorocaba",82.38,B,01000G0ID7,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010002PY01,SP,"Sorocaba",99.36,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CSCL19,SP,"Sorocaba",94.39,B,01000MN9C8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C6G86R,SP,"Sorocaba",85.04,B,0100988A17,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BOSU0X,SP,"Sorocaba",74.23,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D9S80D,SP,"Sorocaba",90.23,B,01000OFH0T,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BKDF3P,SP,"Sorocaba",99.29,B,0100B5RE0X,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008GO9DC,SP,"Sorocaba",99.99,B,01000JO41C,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CV363W,SP,"Sorocaba",93.31,B,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BW3852,SP,"Sorocaba",98.59,B,01000DCE0Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BOPJ3V,SP,"Sorocaba",99.01,B,01000CD901,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100COZC0E,SP,"Sorocaba",94.44,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D5J04V,SP,"Sorocaba",91.12,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BA2F2M,SP,"Sorocaba",99.65,B,01000JO0BL,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CMCM1J,SP,"Sorocaba",73.85,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D2N08V,SP,"Sorocaba",92.16,B,01000NQQ1J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CFJT10,SP,"Sorocaba",97.14,B,01008QQX0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D6DCC8,SP,"Sorocaba",92.01,B,01008QQX0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CK0B1K,SP,"Sorocaba",96.25,B,01008QQX0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100E53H70,SP,"Sorocaba",75.48,B,010009MW0A,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CV81N7,SP,"Sorocaba",93.07,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DYIA6Y,SP,"Sorocaba",78.66,B,01003UFF0T,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CUYBA4,SP,"Sorocaba",93.61,B,0100AXSL68,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008V8N50,SP,"Sorocaba",99.98,B,01005BVKEP,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BI7ID5,SP,"Sorocaba",99.45,B,01000JP2B1,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
01008URW2J,SP,"Sorocaba",99.98,B,01000EID6D,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010093RO35,SP,"Sorocaba",99.89,B,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CRZTBG,SP,"Sorocaba",94.64,B,01000EPOAI,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CUUS3J,SP,"Sorocaba",93.41,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C3DC3R,SP,"Sorocaba",98.26,B,01000CD901,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B5ZA3M,SP,"Sorocaba",99.67,B,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DOWQ2D,SP,"Sorocaba",82.80,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CM5D2W,SP,"Sorocaba",95.20,B,0100BVGELN,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CM900C,SP,"Sorocaba",95.55,B,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BGOG1X,SP,"Sorocaba",99.50,B,010009MW0A,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DE7546,SP,"Sorocaba",87.49,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C4RU42,SP,"Sorocaba",97.91,B,01000NYN3V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D14QPZ,SP,"Sorocaba",91.59,B,010009OY2D,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DIX71N,SP,"Sorocaba",85.68,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100020JHT,SP,"Sorocaba",95.47,B,01000NXR1V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DQ9K9Q,SP,"Sorocaba",83.11,B,01000FKOKO,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CO6YF0,SP,"Sorocaba",95.38,B,01003UFF0T,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DXRFDS,SP,"Sorocaba",79.71,B,01000LIGDA,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010002291D,SP,"Sorocaba",99.01,B,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CYVJ6U,SP,"Sorocaba",89.65,B,01000DCE0Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010062B67E,SP,"Sorocaba",99.80,B,01000MJ157,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CJYO8V,SP,"Sorocaba",95.38,B,0100BVGH2H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CA1B3X,SP,"Sorocaba",97.57,B,01000EPOAI,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010062ZW11,SP,"Sorocaba",99.99,B,01000M1H3G,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BGI3IY,SP,"Sorocaba",99.32,B,01000LD568,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DC1M3T,SP,"Sorocaba",89.61,B,01000OK14E,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DSDN3W,SP,"Sorocaba",81.99,B,01000L9E9J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CY7V0M,SP,"Sorocaba",93.53,B,01000CMYDQ,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D3150S,SP,"Sorocaba",91.14,B,01000L9Q55,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010098NB3X,SP,"Sorocaba",99.96,B,01000MJ157,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008SZ0AV,SP,"Sorocaba",99.98,B,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DMY713,SP,"Sorocaba",84.50,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CKPCIY,SP,"Sorocaba",90.86,B,01000EEM4R,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DONGHD,SP,"Sorocaba",83.70,B,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DV9UHM,SP,"Sorocaba",78.06,B,01000NP78Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DPZF2R,SP,"Sorocaba",83.15,B,01000MNHKM,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CAF214,SP,"Sorocaba",88.23,B,01000FX51T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CI1E7U,SP,"Sorocaba",96.48,B,01000O0D69,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C3FO7L,SP,"Sorocaba",98.16,B,01000NXR1V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C6RR03,SP,"Sorocaba",97.63,B,01000O2I1H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C4Z7B8,SP,"Sorocaba",97.85,B,01000MMB9Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010001Y4CG,SP,"Sorocaba",76.87,B,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CV1I21,SP,"Sorocaba",93.22,B,01000MN9C8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C7C45C,SP,"Sorocaba",81.78,B,01000FHS7U,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100C9OE7G,SP,"Sorocaba",97.92,B,01000MUSB5,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DWPF8G,SP,"Sorocaba",79.53,B,01000MS6BI,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100C4ARHW,SP,"Sorocaba",87.95,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D1VQA6,SP,"Sorocaba",91.41,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010001WV48,SP,"Sorocaba",98.19,B,01000MQ60G,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CULO05,SP,"Sorocaba",85.91,B,01000MN14Z,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DKPVNS,SP,"Sorocaba",85.79,B,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CQ2T4B,SP,"Sorocaba",79.03,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CB225P,SP,"Sorocaba",97.57,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CQZIJW,SP,"Sorocaba",83.20,B,01000MN14Z,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D0ZUMQ,SP,"Sorocaba",91.86,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BOUW3W,SP,"Sorocaba",99.07,B,01000NUL0T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DMU883,SP,"Sorocaba",85.74,B,01000O2I1H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01005XG2DM,SP,"Sorocaba",99.99,B,01000O55DH,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CQMI36,SP,"Sorocaba",83.81,B,01000KIS1C,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CA137T,SP,"Sorocaba",97.92,B,01008QQX0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100C5K27F,SP,"Sorocaba",97.85,B,01000L9C3U,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DA27C6,SP,"Sorocaba",76.53,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CE615N,SP,"Sorocaba",96.94,B,01000L5K4V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010090GN1C,SP,"Sorocaba",98.89,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CJH9DF,SP,"Sorocaba",95.87,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CGWW6M,SP,"Sorocaba",95.86,B,01000EW88G,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CPJV87,SP,"Sorocaba",94.78,B,01000KLX5P,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DATYJ9,SP,"Sorocaba",89.35,B,01000E0HFX,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CS3N75,SP,"Sorocaba",94.86,B,01000G067U,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BZGLCY,SP,"Sorocaba",98.43,B,01000L1508,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010008OW5H,SP,"Sorocaba",82.86,B,01000JNQ29,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100C785EJ,SP,"Sorocaba",97.81,B,01003UFKEG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CNYQ26,SP,"Sorocaba",80.74,B,01000O2I1H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010001RZ02,SP,"Sorocaba",99.95,B,01000KLX5P,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010007XJ5G,SP,"Sorocaba",70.19,B,01000L4C8J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BT4KKM,SP,"Sorocaba",98.83,B,01003LBU05,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CQ9I4H,SP,"Sorocaba",94.53,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CT34IY,SP,"Sorocaba",82.74,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CBLF2O,SP,"Sorocaba",97.38,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E4VGBS,SP,"Sorocaba",70.18,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D5BW3K,SP,"Sorocaba",90.94,B,01000AYE5G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C8QAJE,SP,"Sorocaba",77.28,B,01000KLX5P,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C4GCKJ,SP,"Sorocaba",98.36,B,01000EPOAI,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01000140DO,SP,"Sorocaba",80.49,B,01000N0S53,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CE2OGV,SP,"Sorocaba",97.33,B,01000MNHKM,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100AYXL1S,SP,"Sorocaba",99.53,B,01000L9WBF,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CS7F01,SP,"Sorocaba",94.06,B,01008MAD0O,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CCDL35,SP,"Sorocaba",97.19,B,01000L9WBF,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DTXY0A,SP,"Sorocaba",80.37,B,01008MAD0O,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010000WXOW,SP,"Sorocaba",98.05,B,01005BW49V,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100020G8W,SP,"Sorocaba",88.60,B,01003N54AC,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E0ST7B,SP,"Sorocaba",77.52,B,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BAMR1B,SP,"Sorocaba",99.56,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CQTC0G,SP,"Sorocaba",94.90,B,010009OY2D,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D08Q20,SP,"Sorocaba",92.54,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CWVKJ6,SP,"Sorocaba",93.81,B,01000AJJ7N,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D2C273,SP,"Sorocaba",91.59,B,01000NY92H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DEVOAY,SP,"Sorocaba",88.53,B,01000USZ2R,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DYQ5LM,SP,"Sorocaba",77.55,B,01000M21RS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E0LC6K,SP,"Sorocaba",75.02,B,01000MN9C8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BGB36S,SP,"Sorocaba",99.50,B,01000B934B,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100B6M808,SP,"Sorocaba",99.72,B,01000B934B,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D0B91A,SP,"Sorocaba",92.41,B,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CWZH6Z,SP,"Sorocaba",92.90,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BNFKFP,SP,"Sorocaba",94.24,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DEKXB3,SP,"Sorocaba",88.54,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E7B903,SP,"Sorocaba",72.40,B,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E6PW23,SP,"Sorocaba",73.88,B,01000N1O6R,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CXALE4,SP,"Sorocaba",93.61,B,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DPA069,SP,"Sorocaba",83.48,B,01000MN9C8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D0WQ47,SP,"Sorocaba",92.59,B,01000N2UD9,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E5AE0K,SP,"Sorocaba",73.51,B,010091Q7D8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C43K5K,SP,"Sorocaba",98.13,B,01000L9Q55,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CNO6FS,SP,"Sorocaba",95.44,B,01000NQQ1J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010006VTJ4,SP,"Sorocaba",99.88,B,01000EHZ0F,BOUGHT_PREVIOUSLY,"Novidade do catálogo."
0100BBXZ6G,SP,"Sorocaba",98.97,B,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010002AW1B,SP,"Sorocaba",98.01,B,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100626UB2,SP,"Sorocaba",91.17,B,01000KLX5P,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100AG010B,SP,"Sorocaba",99.92,B,01000A3K1H,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
01006VWB0L,SP,"Sorocaba",99.99,B,01000L9C3U,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DCW2B6,SP,"Sorocaba",88.92,B,01000O2I1H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DYTM4H,SP,"Sorocaba",77.09,B,01000N2M1N,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010001P58D,SP,"Sorocaba",99.94,B,01000N4E45,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100E14T39,SP,"Sorocaba",77.59,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010061MD1H,SP,"Sorocaba",99.99,B,01001XRX2I,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DN112W,SP,"Sorocaba",85.10,B,01000O2I1H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DKSH0N,SP,"Sorocaba",84.39,B,01000MN9C8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D34F95,SP,"Sorocaba",82.39,B,01000O2I1H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B4P90P,SP,"Sorocaba",99.71,B,01000EPOAI,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CCCS1Y,SP,"Sorocaba",97.25,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B9HW3H,SP,"Sorocaba",99.65,B,0100B8EL8S,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100E0OK1R,SP,"Sorocaba",77.00,B,01000NTSC8,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100B170AD,SP,"Sorocaba",99.78,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CUGBAU,SP,"Sorocaba",87.62,B,01000O2I1H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100067T3U,SP,"Sorocaba",99.90,B,01000N140E,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DBSA28,SP,"Sorocaba",79.00,B,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010062703C,SP,"Sorocaba",99.99,B,01000ABP2T,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DQR7AA,SP,"Sorocaba",83.81,B,01005BQQ1G,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100C5AA0V,SP,"Sorocaba",98.06,B,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C40239,SP,"Sorocaba",98.17,B,01000AYCA1,BOUGHT_TOGETHER,"Novidade do catálogo."
0100CM4TE5,SP,"Sorocaba",90.65,B,01000NUL0T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DOX03C,SP,"Sorocaba",82.19,B,01000AYE5G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DL3L1S,SP,"Sorocaba",87.03,B,01000I5RE8,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D7AM51,SP,"Sorocaba",87.13,B,01000KIS1C,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D1KK3A,SP,"Sorocaba",91.30,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DXUD6A,SP,"Sorocaba",78.99,B,01000NUL0T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CQO0F9,SP,"Sorocaba",95.36,B,01000MIXGC,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CFK62Y,SP,"Sorocaba",96.74,B,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C7UFAU,SP,"Sorocaba",97.78,B,01000NYN3V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CBIA25,SP,"Sorocaba",97.55,B,01000MNHKM,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CWADUB,SP,"Sorocaba",93.06,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DAS5A0,SP,"Sorocaba",89.34,B,0100BVGBFW,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CJSM5D,SP,"Sorocaba",95.80,B,01000CD901,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010001E10M,SP,"Sorocaba",97.89,B,01000MNHKM,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CYFG1I,SP,"Sorocaba",93.96,B,01000H815G,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CXTJ38,SP,"Sorocaba",88.95,B,01000N2UD9,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BUMJCQ,SP,"Sorocaba",98.75,B,01005BW49V,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CT4L8G,SP,"Sorocaba",94.61,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DS3O2A,SP,"Sorocaba",82.44,B,01000AYE5G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CY4FES,SP,"Sorocaba",93.03,B,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BQVRK7,SP,"Sorocaba",98.98,B,01001XUG15,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CQHR2B,SP,"Sorocaba",85.12,B,0100BVGELN,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CDL2A5,SP,"Sorocaba",97.17,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CRV7CU,SP,"Sorocaba",94.41,B,01000L5K4V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DKSLC5,SP,"Sorocaba",84.90,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
