idpessoa,cidade,uf,risk_score,confidence,abc,recommended_product,reason,pitch
0100DS20JV,"Sorocaba",SP,56.97,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100BOSFDR,"Sorocaba",SP,56.96,68.00,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DRQL7T,"Sorocaba",SP,56.83,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DSGCT5,"Sorocaba",SP,56.75,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DS6H50,"Sorocaba",SP,56.67,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DTDFA8,"Sorocaba",SP,56.57,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DQ12D4,"Sorocaba",SP,56.54,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010001M2HG,"Sorocaba",SP,56.54,66.50,C,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100DP6WCD,"Sorocaba",SP,56.44,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DOR91O,"Sorocaba",SP,56.41,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DUEQIF,"Sorocaba",SP,56.23,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DN4580,"Sorocaba",SP,56.14,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DR8L5J,"Sorocaba",SP,56.14,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DM7U6J,"Sorocaba",SP,56.11,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DP1Y2C,"Sorocaba",SP,56.03,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100CUF30L,"Sorocaba",SP,55.92,68.00,C,01000E0HFX,LOOKALAKE_POPULAR_FEMININO,"Produto com alta aceitação entre o público feminino."
0100DR65HK,"Sorocaba",SP,55.86,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DT99CC,"Sorocaba",SP,55.76,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DQMGGG,"Sorocaba",SP,55.70,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DT111D,"Sorocaba",SP,55.68,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010002YI26,"Sorocaba",SP,55.65,66.50,C,0100B5RE0X,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100DT20G0,"Sorocaba",SP,55.41,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DT7EMX,"Sorocaba",SP,55.41,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DOP720,"Sorocaba",SP,55.34,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DVDRN7,"Sorocaba",SP,55.34,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DRADEV,"Sorocaba",SP,55.30,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DT4Y2K,"Sorocaba",SP,55.29,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DI9YAB,"Sorocaba",SP,55.19,68.00,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DONE9X,"Sorocaba",SP,55.15,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DDO927,"Sorocaba",SP,54.99,68.00,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DOJW0D,"Sorocaba",SP,54.94,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DSTUCI,"Sorocaba",SP,54.91,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DW6D1R,"Sorocaba",SP,54.91,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DSKJAG,"Sorocaba",SP,54.77,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DRJQ1K,"Sorocaba",SP,54.53,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100CJB59L,"Sorocaba",SP,54.48,68.00,C,0100B5RE0X,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100DRUY07,"Sorocaba",SP,54.41,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DOE32S,"Sorocaba",SP,54.40,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DPGB3Y,"Sorocaba",SP,54.34,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DTZTIU,"Sorocaba",SP,54.20,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DW4T7S,"Sorocaba",SP,54.13,66.50,C,0100B5RE0X,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DXPU2L,"Sorocaba",SP,54.13,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DPK46F,"Sorocaba",SP,54.08,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DS1E8S,"Sorocaba",SP,54.05,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DUHQ1W,"Sorocaba",SP,54.00,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DQMKKS,"Sorocaba",SP,53.96,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DGLS0F,"Sorocaba",SP,53.95,68.00,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DSFE7L,"Sorocaba",SP,53.92,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DUDY4F,"Sorocaba",SP,53.90,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DTRZ1M,"Sorocaba",SP,53.90,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DY4DJ1,"Sorocaba",SP,53.81,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DT235E,"Sorocaba",SP,53.79,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DQSA0A,"Sorocaba",SP,53.76,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DSB30E,"Sorocaba",SP,53.76,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100073N53,"Sorocaba",SP,53.43,66.50,C,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100DVQS7I,"Sorocaba",SP,53.30,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100CO0UEP,"Sorocaba",SP,53.22,68.00,C,0100B5RE0X,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100DSDT09,"Sorocaba",SP,53.17,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100D65S8A,"Sorocaba",SP,53.12,69.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DXUG59,"Sorocaba",SP,52.88,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DWVJON,"Sorocaba",SP,52.83,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DUBF4Z,"Sorocaba",SP,52.78,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010007HIB9,"Sorocaba",SP,52.76,66.50,C,0100B5RE0X,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100DSI3LH,"Sorocaba",SP,52.70,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DY9R1P,"Sorocaba",SP,52.46,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010004F10Y,"Sorocaba",SP,52.31,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DSJ18V,"Sorocaba",SP,52.28,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DUE1AL,"Sorocaba",SP,52.19,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DU4R1W,"Sorocaba",SP,52.14,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DZX14M,"Sorocaba",SP,52.13,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010002KMFM,"Sorocaba",SP,52.10,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DSP91J,"Sorocaba",SP,52.04,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DUM95M,"Sorocaba",SP,51.95,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DRQ642,"Sorocaba",SP,51.91,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DRQ3PM,"Sorocaba",SP,51.73,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010008YD40,"Sorocaba",SP,51.72,66.50,C,0100B5RE0X,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100DY615N,"Sorocaba",SP,51.62,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DU4M0F,"Sorocaba",SP,51.51,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100054B5F,"Sorocaba",SP,51.46,66.50,C,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100DT957D,"Sorocaba",SP,51.44,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DUAF2W,"Sorocaba",SP,51.27,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010005EYFD,"Sorocaba",SP,51.12,66.50,C,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100DWH8IB,"Sorocaba",SP,51.03,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DVTACD,"Sorocaba",SP,51.00,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DW5W05,"Sorocaba",SP,50.94,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DVW13W,"Sorocaba",SP,50.93,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DTUF3E,"Sorocaba",SP,50.80,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DTNC76,"Sorocaba",SP,50.66,68.00,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DXNM8R,"Sorocaba",SP,50.58,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010006QH3U,"Sorocaba",SP,50.57,68.00,C,0100B5RE0X,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010002L21B,"Sorocaba",SP,50.44,66.50,C,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100DXDW8L,"Sorocaba",SP,50.28,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DXND02,"Sorocaba",SP,50.23,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DUPAR2,"Sorocaba",SP,50.18,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DTRN1C,"Sorocaba",SP,49.86,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DUPXK1,"Sorocaba",SP,49.79,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DWMDCU,"Sorocaba",SP,49.75,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DZQI4O,"Sorocaba",SP,49.75,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DVE890,"Sorocaba",SP,49.73,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DYKDOC,"Sorocaba",SP,49.47,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DZAJ5B,"Sorocaba",SP,49.35,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010005HH0K,"Sorocaba",SP,49.27,66.50,C,01000E0HFX,LOOKALAKE_POPULAR_FEMININO,"Produto com alta aceitação entre o público feminino."
0100063Z2B,"Sorocaba",SP,49.18,66.50,C,0100B5RE0X,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100DXSBBK,"Sorocaba",SP,49.17,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DY9MJK,"Sorocaba",SP,49.15,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DZ0JCP,"Sorocaba",SP,48.92,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DYKG83,"Sorocaba",SP,48.89,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DYXPFA,"Sorocaba",SP,48.78,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100CT3WHA,"Sorocaba",SP,48.71,68.00,C,01000E0HFX,LOOKALAKE_POPULAR_FEMININO,"Produto com alta aceitação entre o público feminino."
0100DY7A78,"Sorocaba",SP,48.71,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DWSR4Y,"Sorocaba",SP,48.62,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E0NHHY,"Sorocaba",SP,48.62,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E0BDAC,"Sorocaba",SP,48.59,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DZ4J4R,"Sorocaba",SP,48.57,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DZ0W8Y,"Sorocaba",SP,48.51,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DZYLJ7,"Sorocaba",SP,48.48,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DWVTF8,"Sorocaba",SP,48.46,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DYZ70C,"Sorocaba",SP,48.43,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DXOL16,"Sorocaba",SP,48.40,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DZ1X62,"Sorocaba",SP,48.36,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010005TEAO,"Sorocaba",SP,48.26,66.50,C,01000E0HFX,LOOKALAKE_POPULAR_FEMININO,"Produto com alta aceitação entre o público feminino."
0100E1571U,"Sorocaba",SP,47.90,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E00NB3,"Sorocaba",SP,47.87,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DZO50L,"Sorocaba",SP,47.87,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E1IH5P,"Sorocaba",SP,47.87,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E0ZF9J,"Sorocaba",SP,47.81,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DYT85Z,"Sorocaba",SP,47.81,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DZGSG7,"Sorocaba",SP,47.79,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DG16ED,"Sorocaba",SP,47.77,68.00,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E00U8T,"Sorocaba",SP,47.32,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DXY78Z,"Sorocaba",SP,47.30,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E0ZA5D,"Sorocaba",SP,47.21,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DVQV1M,"Sorocaba",SP,47.20,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DVYN8T,"Sorocaba",SP,47.17,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E05YS1,"Sorocaba",SP,47.17,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DZ5A3Z,"Sorocaba",SP,47.14,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DXRRCQ,"Sorocaba",SP,47.13,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E0E00C,"Sorocaba",SP,47.10,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DYY51F,"Sorocaba",SP,47.05,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DZDUNS,"Sorocaba",SP,47.03,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100011KHO,"Sorocaba",SP,46.95,66.50,C,01000FXF0I,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100E1SU0M,"Sorocaba",SP,46.89,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E0FO1U,"Sorocaba",SP,46.83,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100017J0L,"Sorocaba",SP,46.80,68.00,C,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100DZGA5O,"Sorocaba",SP,46.79,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100CXNKAZ,"Sorocaba",SP,46.75,68.00,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DYHF9I,"Sorocaba",SP,46.56,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E3HX4H,"Sorocaba",SP,46.56,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100022S3Z,"Sorocaba",SP,46.51,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100042QGY,"Sorocaba",SP,46.44,66.50,C,01000E0HFX,LOOKALAKE_POPULAR_FEMININO,"Produto com alta aceitação entre o público feminino."
0100DZ5D11,"Sorocaba",SP,46.43,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E00GEL,"Sorocaba",SP,46.36,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DY3Z8T,"Sorocaba",SP,46.28,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100CWZ52R,"Sorocaba",SP,46.22,68.00,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E07S3X,"Sorocaba",SP,46.20,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DZ7T8K,"Sorocaba",SP,45.93,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DOFVKC,"Sorocaba",SP,45.92,68.00,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DYN3DF,"Sorocaba",SP,45.89,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E0FCEU,"Sorocaba",SP,45.88,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E3UD3I,"Sorocaba",SP,45.79,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E5G761,"Sorocaba",SP,45.65,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DXMC1N,"Sorocaba",SP,45.64,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DYAP2J,"Sorocaba",SP,45.35,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100BPH54X,"Sorocaba",SP,45.33,68.00,C,01000CD901,LOOKALAKE_POPULAR_FEMININO,"Produto com alta aceitação entre o público feminino."
0100E53S8C,"Sorocaba",SP,45.31,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E3V92B,"Sorocaba",SP,45.30,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DYWT25,"Sorocaba",SP,45.28,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E3N30D,"Sorocaba",SP,45.23,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100BK1DKA,"Sorocaba",SP,45.18,69.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E3ILU4,"Sorocaba",SP,45.17,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E38Z0Z,"Sorocaba",SP,45.10,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100DZM7NW,"Sorocaba",SP,45.01,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E3E4KM,"Sorocaba",SP,44.98,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E1201K,"Sorocaba",SP,44.94,66.50,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010001N42Z,"Sorocaba",SP,44.90,66.50,C,01000FXF0I,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100D4UQ2P,"Sorocaba",SP,44.88,68.00,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100E0DX6N,"Sorocaba",SP,44.84,66.50,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
